Kab/kota,Provinsi,Kategori,Divaksin 1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,3
Kab. Lampung Tengah,Lampung,PENDIDIK,1
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,7
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,1
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,3
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,16
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,4
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,11
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,2
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,4
Kab. Lampung Tengah,Lampung,LANSIA,5
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,TNI,1
Kab. Lampung Tengah,Lampung,TNI,0
Kab. Lampung Tengah,Lampung,PENYULUH AGAMA,2
Kab. Lampung Tengah,Lampung,PENYULUH AGAMA,2
Kab. Lampung Tengah,Lampung,POLRI,0
Kab. Lampung Tengah,Lampung,POLRI,1
Kab. Lampung Tengah,Lampung,POLRI,0
Kab. Lampung Tengah,Lampung,POLRI,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,2
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,2
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,4
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,PENDIDIK,236
Kab. Lampung Tengah,Lampung,KEAMANAN,8
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,4
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,36
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,13
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,14
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,19
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,3
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,5
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,2
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,2
Kab. Lampung Tengah,Lampung,PENDIDIK,69
Kab. Lampung Tengah,Lampung,PENDIDIK,412
Kab. Lampung Tengah,Lampung,PENDIDIK,160
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,3
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,46
Kab. Lampung Tengah,Lampung,LANSIA,9
Kab. Lampung Tengah,Lampung,LANSIA,3
Kab. Lampung Tengah,Lampung,LANSIA,31
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,35
Kab. Lampung Tengah,Lampung,PARIWISATA,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,7
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,24
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,1
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,8
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,97
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,3
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,20
Kab. Lampung Tengah,Lampung,LANSIA,10
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,117
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,30
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,185
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,11
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,106
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,19
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,11
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,370
Kab. Lampung Tengah,Lampung,PENDIDIK,1
Kab. Lampung Tengah,Lampung,PENDIDIK,0
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,1
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,4
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,1
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,2
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,1
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,7
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,33
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,6
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,6
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,10
Kab. Lampung Tengah,Lampung,MASYARAKAT RENTAN,6
Kab. Lampung Tengah,Lampung,POLRI,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,577
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,27
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,7
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,1
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,5
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,23
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,7
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,44
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,1
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,3
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,42
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,TNI,6
Kab. Lampung Tengah,Lampung,TNI,5
Kab. Lampung Tengah,Lampung,TNI,0
Kab. Lampung Tengah,Lampung,TNI,0
Kab. Lampung Tengah,Lampung,TNI,0
Kab. Lampung Tengah,Lampung,TNI,0
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,0
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,0
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,4
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,15
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,5
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,31
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,15
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,4
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,15
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,333
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,8
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,14
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,37
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,20
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,29
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,63
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,88
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,22
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,10
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,21
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,4
Kab. Lampung Tengah,Lampung,LANSIA,9
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,PENDIDIK,1
Kab. Lampung Tengah,Lampung,TRANSPORTASI PUBLIK,1
Kab. Lampung Tengah,Lampung,BUMN,2
Kab. Lampung Tengah,Lampung,TNI,1
Kab. Lampung Tengah,Lampung,TNI,1
Kab. Lampung Tengah,Lampung,TNI,39
Kab. Lampung Tengah,Lampung,PENDIDIK,267
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,247
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,428
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,140
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,6
Kab. Lampung Tengah,Lampung,PENDIDIK,39
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,4
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,WARTAWAN DAN PEKERJA MEDIA,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,8
Kab. Lampung Tengah,Lampung,PENDIDIK,36
Kab. Lampung Tengah,Lampung,PENDIDIK,269
Kab. Lampung Tengah,Lampung,PENDIDIK,101
Kab. Lampung Tengah,Lampung,PENDIDIK,44
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,2
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,6
Kab. Lampung Tengah,Lampung,LANSIA,7
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,PARIWISATA,1
Kab. Lampung Tengah,Lampung,TNI,46
Kab. Lampung Tengah,Lampung,TNI,93
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,2
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,67
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,LANSIA,3
Kab. Lampung Tengah,Lampung,PRA-LANSIA,1
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,15
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,59
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,5
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,27
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,3
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,2
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,278
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,4
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,1
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,3
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,21
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,67
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,16
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,192
Kab. Lampung Tengah,Lampung,LANSIA,34
Kab. Lampung Tengah,Lampung,LANSIA,13
Kab. Lampung Tengah,Lampung,LANSIA,6
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,3
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,9
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,5
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,19
Kab. Lampung Tengah,Lampung,LANSIA,52
Kab. Lampung Tengah,Lampung,LANSIA,10
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,4
Kab. Lampung Tengah,Lampung,LANSIA,78
Kab. Lampung Tengah,Lampung,LANSIA,1
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,43
Kab. Lampung Tengah,Lampung,LANSIA,85
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,3
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,15
Kab. Lampung Tengah,Lampung,LANSIA,8
Kab. Lampung Tengah,Lampung,LANSIA,27
Kab. Lampung Tengah,Lampung,LANSIA,13
Kab. Lampung Tengah,Lampung,LANSIA,6
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,LANSIA,2
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,54
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,30
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,33
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,40
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,27
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,14
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,87
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,97
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,39
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,28
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,10
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,0
Kab. Lampung Tengah,Lampung,PENDIDIK,1
Kab. Lampung Tengah,Lampung,REMAJA,1
Kab. Lampung Tengah,Lampung,REMAJA,3
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,16
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,22
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,10
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,170
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,707
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,56
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,4
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,97
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,126
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,56
Kab. Lampung Tengah,Lampung,LANSIA,50
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,2
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,2
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,5
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,2
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,8
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,38
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,29
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,34
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,0
Kab. Lampung Tengah,Lampung,BUMN,2
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,7
Kab. Lampung Tengah,Lampung,BUMN,9
Kab. Lampung Tengah,Lampung,BUMN,6
Kab. Lampung Tengah,Lampung,BUMN,11
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,BUMN,42
Kab. Lampung Tengah,Lampung,Menunggu Konfirmasi,0
Kab. Lampung Tengah,Lampung,LANSIA,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,0
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,1
Kab. Lampung Tengah,Lampung,MASYARAKAT UMUM,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,9
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,4
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,1
Kab. Lampung Tengah,Lampung,PELAYAN PUBLIK,159
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,23
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,2
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,8
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,0
Kab. Lampung Tengah,Lampung,PEGAWAI PEMERINTAH,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,12
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,39
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,53
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,63
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,47
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,23
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,21
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,51
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,4
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,18
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,4
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,1
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,1
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,PEDAGANG PASAR,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,3
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,0
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,1
Kab. Lampung Tengah,Lampung,SDM KESEHATAN,13
Kab. Lampung Tengah,Lampung,BUMN,1
Kab. Lampung Tengah,Lampung,POLRI,0
Kab. Lampung Tengah,Lampung,POLRI,1
Kab. Lampung Tengah,Lampung,POLRI,1
Kab. Lampung Tengah,Lampung,POLRI,1
Kab. Lampung Tengah,Lampung,PENDIDIK,1
Kab. Lampung Tengah,Lampung,PENDIDIK,2
Kab. Lampung Tengah,Lampung,PENDIDIK,0
Kab. Lampung Tengah,Lampung,PENDIDIK,0
