Batch,Provinsi,Kab/kota,Kategori,Divaksin 1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,8
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PELAYAN PUBLIK,14
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PELAYAN PUBLIK,3
PETUGAS PUBLIK,Lampung,Kota Metro,PELAYAN PUBLIK,19
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PELAYAN PUBLIK,211
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,73
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PELAYAN PUBLIK,277
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PELAYAN PUBLIK,19
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,114
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PELAYAN PUBLIK,182
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PELAYAN PUBLIK,437
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,603
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PELAYAN PUBLIK,84
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,159
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PELAYAN PUBLIK,12
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,9
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PELAYAN PUBLIK,39
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PELAYAN PUBLIK,89
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,25
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PELAYAN PUBLIK,15
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PELAYAN PUBLIK,5
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,496
PETUGAS PUBLIK,Lampung,Kota Metro,PELAYAN PUBLIK,30
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PELAYAN PUBLIK,6
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,54
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,31
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PELAYAN PUBLIK,41
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PELAYAN PUBLIK,18
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PELAYAN PUBLIK,0
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PELAYAN PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PELAYAN PUBLIK,49
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PELAYAN PUBLIK,72
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,22
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PELAYAN PUBLIK,32
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PELAYAN PUBLIK,353
PETUGAS PUBLIK,Lampung,Kota Metro,PELAYAN PUBLIK,76
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PELAYAN PUBLIK,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,9
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PELAYAN PUBLIK,54
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PELAYAN PUBLIK,93
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PELAYAN PUBLIK,15
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PELAYAN PUBLIK,4
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,7
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,7
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,19
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,21
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,3
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,TRANSPORTASI PUBLIK,3
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,15
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TRANSPORTASI PUBLIK,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,TRANSPORTASI PUBLIK,3
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,19
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TRANSPORTASI PUBLIK,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,LANSIA,3
PETUGAS PUBLIK,Lampung,Kab. Mesuji,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,1
PETUGAS PUBLIK,Lampung,Kota Metro,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Metro,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Mesuji,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Mesuji,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,22
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Mesuji,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kab. Mesuji,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kab. Mesuji,SDM KESEHATAN,2
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,SDM KESEHATAN,8
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,39
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,6
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,SDM KESEHATAN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Mesuji,SDM KESEHATAN,3
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,SDM KESEHATAN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,5
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,13
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,18
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,LANSIA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,18
PETUGAS PUBLIK,Lampung,Kota Metro,LANSIA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,34
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,LANSIA,2
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,LANSIA,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,7
PETUGAS PUBLIK,Lampung,Kota Metro,LANSIA,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,3
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,18
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,4
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,7
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,4
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,5
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,3
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,5
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,6
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,9
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,LANSIA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Mesuji,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,3
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,27
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,148
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,7
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,174
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,6
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,Menunggu Konfirmasi,43
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,9
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,31
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,2
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,65
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,Menunggu Konfirmasi,60
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,12
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,4
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,413
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,278
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,27
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,Menunggu Konfirmasi,19
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,132
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,88
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,4
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,11
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,60
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,23
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,49
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,60
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,10
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,6
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,3
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEGAWAI PEMERINTAH,5
PETUGAS PUBLIK,Lampung,Kota Metro,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,11
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kota Metro,PEGAWAI PEMERINTAH,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kota Metro,PEGAWAI PEMERINTAH,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,7
PETUGAS PUBLIK,Lampung,Kota Metro,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PEGAWAI PEMERINTAH,3
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PEGAWAI PEMERINTAH,5
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kota Metro,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEGAWAI PEMERINTAH,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,47
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,5
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,10
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,27
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,BUMN,2
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,BUMN,33
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,BUMN,22
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,BUMN,10
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,BUMN,9
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,34
PETUGAS PUBLIK,Lampung,Kota Metro,BUMN,9
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,BUMN,2
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,BUMN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,15
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,BUMN,24
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,BUMN,10
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,BUMN,3
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,22
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PENDIDIK,60
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENDIDIK,1
PETUGAS PUBLIK,Lampung,Kota Metro,PENDIDIK,4
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PENDIDIK,201
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PENDIDIK,238
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PENDIDIK,82
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PENDIDIK,177
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PENDIDIK,21
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PENDIDIK,3
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PENDIDIK,29
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PENDIDIK,6
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PENDIDIK,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PENDIDIK,60
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PENDIDIK,13
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PENDIDIK,46
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENDIDIK,7
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PENDIDIK,99
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PENDIDIK,34
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PENDIDIK,69
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PENDIDIK,18
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PENDIDIK,20
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PENDIDIK,61
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENDIDIK,13
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PENDIDIK,11
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PENDIDIK,6
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PENDIDIK,1
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PENDIDIK,22
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PENDIDIK,47
