Batch,Provinsi,Kab/kota,Kategori,Divaksin 1
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,Menunggu Konfirmasi,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,POLRI,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,POLRI,46
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,POLRI,4
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,POLRI,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,3
PETUGAS PUBLIK,Lampung,Kota Metro,POLRI,79
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,POLRI,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Mesuji,POLRI,3
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,21
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,Menunggu Konfirmasi,6
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,14
PETUGAS PUBLIK,Lampung,Kota Metro,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,Menunggu Konfirmasi,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PEGAWAI PEMERINTAH,4
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PENDIDIK,20
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEGAWAI PEMERINTAH,137
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PEGAWAI PEMERINTAH,85
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PEGAWAI PEMERINTAH,80
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,52
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PEGAWAI PEMERINTAH,28
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,1
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PEGAWAI PEMERINTAH,50
PETUGAS PUBLIK,Lampung,Kota Metro,PEGAWAI PEMERINTAH,8
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PEGAWAI PEMERINTAH,111
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PEGAWAI PEMERINTAH,19
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PEGAWAI PEMERINTAH,88
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PEGAWAI PEMERINTAH,13
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PEGAWAI PEMERINTAH,16
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,ATLIT,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,KEAMANAN,4
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,KEAMANAN,4
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,KEAMANAN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,KEAMANAN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,32
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,ATLIT,2
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEDAGANG PASAR,213
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,KEAMANAN,0
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,TNI,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,POLRI,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,POLRI,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,Menunggu Konfirmasi,37
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PENDIDIK,36
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PENDIDIK,360
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PENDIDIK,229
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,4
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,11
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,BUMN,7
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,BUMN,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,3
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,3
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEDAGANG PASAR,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PEDAGANG PASAR,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEDAGANG PASAR,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PENDIDIK,67
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PENDIDIK,55
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PENDIDIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEDAGANG PASAR,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,Menunggu Konfirmasi,46
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,577
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,52
PETUGAS PUBLIK,Lampung,Kab. Mesuji,Menunggu Konfirmasi,82
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,88
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,Menunggu Konfirmasi,133
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,Menunggu Konfirmasi,221
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,TRANSPORTASI PUBLIK,2
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TRANSPORTASI PUBLIK,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TRANSPORTASI PUBLIK,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,TRANSPORTASI PUBLIK,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,WAKIL RAKYAT,5
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TNI,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,TNI,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,TNI,33
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,LANSIA,2
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,LANSIA,7
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,34
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PEGAWAI PEMERINTAH,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PEGAWAI PEMERINTAH,183
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PEGAWAI PEMERINTAH,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PEGAWAI PEMERINTAH,58
PETUGAS PUBLIK,Lampung,Kota Metro,PELAYAN PUBLIK,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PELAYAN PUBLIK,58
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENYULUH AGAMA,0
PETUGAS PUBLIK,Lampung,Kota Metro,PENYULUH AGAMA,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PENYULUH AGAMA,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,Menunggu Konfirmasi,91
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,Menunggu Konfirmasi,53
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,Menunggu Konfirmasi,5
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PEGAWAI PEMERINTAH,5
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEGAWAI PEMERINTAH,130
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PEGAWAI PEMERINTAH,59
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PEDAGANG PASAR,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEDAGANG PASAR,3
PETUGAS PUBLIK,Lampung,Kota Metro,PEDAGANG PASAR,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,8
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,5
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,4
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,3
PETUGAS PUBLIK,Lampung,Kota Metro,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,WAKIL RAKYAT,30
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,WAKIL RAKYAT,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,WAKIL RAKYAT,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PEDAGANG PASAR,5
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PEDAGANG PASAR,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PEDAGANG PASAR,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PEDAGANG PASAR,454
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PEDAGANG PASAR,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PEDAGANG PASAR,28
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PEDAGANG PASAR,0
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,POLRI,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,POLRI,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,KEAMANAN,8
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,KEAMANAN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,KEAMANAN,3
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PENDIDIK,302
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PENYULUH AGAMA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PENDIDIK,185
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PENDIDIK,465
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,PENDIDIK,605
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PEGAWAI PEMERINTAH,41
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PEJABAT NEGARA,0
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PENDIDIK,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PARIWISATA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PARIWISATA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,PARIWISATA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,POLRI,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,POLRI,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,POLRI,1
PETUGAS PUBLIK,Lampung,Kota Metro,POLRI,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TNI,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,TNI,8
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,TNI,6
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PARIWISATA,4
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,PARIWISATA,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PENDIDIK,8
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang Barat,PENDIDIK,58
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENDIDIK,8
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PENDIDIK,43
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PENDIDIK,3
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,PENDIDIK,90
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PENDIDIK,371
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,ATLIT,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,ATLIT,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,ATLIT,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,ATLIT,1
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,ATLIT,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,34
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,BUMN,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,62
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,27
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,BUMN,2
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,12
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,11
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,20
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,17
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,BUMN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,BUMN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,BUMN,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,4
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,SDM KESEHATAN,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,73
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,88
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,30
PETUGAS PUBLIK,Lampung,Kab. Pesisir Barat,PENDIDIK,3
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PENDIDIK,3
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENDIDIK,2
PETUGAS PUBLIK,Lampung,Kab. Mesuji,PELAYAN PUBLIK,123
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,PELAYAN PUBLIK,33
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,PELAYAN PUBLIK,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,LANSIA,20
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,LANSIA,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Utara,LANSIA,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,LANSIA,37
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,LANSIA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,LANSIA,10
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TNI,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,TNI,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TNI,7
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TNI,1
PETUGAS PUBLIK,Lampung,Kab. Lampung Tengah,TNI,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,TNI,32
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,TNI,0
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,KEAMANAN,141
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,KEAMANAN,10
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,KEAMANAN,26
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,KEAMANAN,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,KEAMANAN,2
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,KEAMANAN,3
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,KEAMANAN,1
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,KEAMANAN,3
PETUGAS PUBLIK,Lampung,Kab. Mesuji,KEAMANAN,5
PETUGAS PUBLIK,Lampung,Kab. Tanggamus,KEAMANAN,0
PETUGAS PUBLIK,Lampung,Kab. Pringsewu,KEAMANAN,0
PETUGAS PUBLIK,Lampung,Kab. Tulang Bawang,KEAMANAN,2
PETUGAS PUBLIK,Lampung,Kab. Way Kanan,KEAMANAN,0
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,KEAMANAN,11
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENYULUH AGAMA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PENYULUH AGAMA,1
PETUGAS PUBLIK,Lampung,Kota Bandar Lampung,PENYULUH AGAMA,2
PETUGAS PUBLIK,Lampung,Kab. Lampung Barat,PENYULUH AGAMA,3
PETUGAS PUBLIK,Lampung,Kab. Lampung Timur,PENYULUH AGAMA,0
PETUGAS PUBLIK,Lampung,Kab. Lampung Selatan,PENYULUH AGAMA,2
